X,y
indian government snooping messages over social media and all social media platforms will be monitored for covid 19 messages,fake
wearing a face mask for a prolonged period of time causes hypoxia and or hypercapnia ,fake
a photo shows brian kemp posing with gregory mcmichael ,fake
qanon theorists have touted drinking an industrial bleach  known as mms  or miracle mineral solution  as a  miracle cure  for covid 19 per wikipedia  crazy democrat says republican ad claiming he protects pedophiles is aimed at qanon followers  via  yahoo,fake
how has alcohol consumption changed during lockdown  read our latest cpd article for more information on how drinking habits have changed during the pandemic and the short term and long term effects of alcohol misuse drinkaware  alcoholchangeuk   ,fake
in imo state the ncdc rrt is supporting the  govtofimostate health promotion team to train social mobilization officers in the state  teams will be conducting a mass sensitisation exercise for community testing and adherence to preventive measures for covid19 in all 27 lgas  ,real
 23k new cases today  three days in a row over 23k for the first time since mid may  the 7 day average ticked up a touch too  ,real
if you have been around someone with covid19 someone from the health department may check in with you about your health  if your phone number changes tell your health department  amp  doctor  learn more   ,real
new local restrictions are being introduced in northeast england   including curfews for bars and pubs and a ban on people mixing with others outside their household ,real
 dwildemuth normally  cases and deaths as the leading and trailing indicators  but i would say that any state with 500 people on ventilators goes on the list regardless of case or death count ,real
people are being deceived   the high mortality rates in italy are not caused by the new coronavirus ,fake
 we will do whatever is humanly possible to protect our care homes from this virus so they re a place of sanctuary this winter  health secretary matt hancock announces the adult social care infection control fund will be extended  get more here   ,real
 fmohnigeria has confirmed 10 new cases of covid19 in nigeria of the 10 new cases 3 are in the federal capital territory and 7 are in lagos 9 out of the 10 cases have travel history outside nigeria in the last one week  the 10th case is a close contact of a confirmed case ,real
video shows doctors and nurses turning their back to the health ministry of spain as he arrives to a hospital ,fake
latest  california fires  camel racing  coronavirus tribute  the world in photos  sept  28 ,fake
man considering going into marble production  coronavirus madness insanity lockdown,fake
breaking  new local restrictions are being introduced in northeast england   including a 10pm curfew for bars and pubs and a ban on people mixing with others outside their household ,real
american and dutch mainstream news media used the same photo of a young boy as a portrait picture while reporting three different corona victims  also they used a picture of a 69 year old american corona victim twice  once in an article about his work at the police force and once declaring he works for a university  therefore the mainstream news media are trying to mislead their readers about the amount of people that actually died from corona multiplying them ,fake
our daily update is published  we ve now tracked 6 million tests up 230k from yesterday  a very strong testing day  note that we can only track tests that a state reports  for details see   ,real
children are  almost immune from this disease ,fake
scale up of testing is key in assessing the covid19 nigeria situation and coordinating response across the country  kindly note that covid19 tests conducted in facilities within the ncdc molecular lab network are free of charge  view full list via   ,real
great news  carona virus vaccine ready  able to cure patient within 3 hours after injection  hats off to us scientists  trump announced that roche medical company will launch the vaccine next sunday  and millions of doses are ready from it ,fake
11 out of 13 people  from the diamond princess cruise ship  who had intially tested negative in tests in japan were later confirmed to be positive in the united states ,fake
